Hour, Min., Sec., Elapse(min.),Actual feeding rate [g/min],Total N2 flow rate [g/min],O2 flow rate [g/min],Steam flow rate [g/min],CO2 flow rate [g/min],FNC-1,FNC-2,FNC-3,TI-2,TI-3,TI-4,TI-5,PI-2,PI-3,PI-4,PI-5,CO,CO2,CH4,O2,H2
13,7,16,0.02,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,366.25,126.88,115,120,3.3,1.26,0.16,-0.14,5.85
13,7,17,0.03,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,126.25,115,120,3.33,1.27,0.16,-0.14,5.86
13,7,18,0.05,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,126.88,113.75,118.75,3.35,1.29,0.16,-0.14,5.9
13,7,19,0.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365,127.5,112.5,120,3.38,1.29,0.16,-0.14,5.94
13,7,20,0.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365,127.5,112.5,118.75,3.38,1.29,0.16,-0.14,5.97
13,7,21,0.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365,127.5,113.75,118.75,3.4,1.33,0.16,-0.14,5.97
13,7,22,0.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365,129.38,117.5,121.88,3.42,1.33,0.16,-0.13,6.03
13,7,23,0.13,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365,132.5,121.88,128.12,3.45,1.34,0.17,-0.13,6.06
13,7,24,0.15,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,133.75,121.25,126.88,3.48,1.35,0.17,-0.13,6.12
13,7,25,0.17,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,133.12,118.75,125,3.51,1.36,0.17,-0.13,6.18
13,7,26,0.18,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,133.12,118.75,125,3.51,1.36,0.17,-0.12,6.22
13,7,27,0.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,366.25,133.75,118.75,125,3.56,1.39,0.17,-0.12,6.22
13,7,28,0.22,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,133.12,118.75,124.38,3.57,1.4,0.17,-0.13,6.28
13,7,29,0.23,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,132.5,118.75,124.38,3.6,1.41,0.17,-0.12,6.31
13,7,30,0.25,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,131.25,118.75,124.38,3.63,1.42,0.17,-0.12,6.35
13,7,31,0.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,130.62,116.88,121.88,3.63,1.45,0.17,-0.13,6.38
13,7,32,0.28,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,129.38,115.62,121.25,3.63,1.45,0.17,-0.12,6.41
13,7,33,0.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,129.38,115.62,121.25,3.64,1.46,0.17,-0.12,6.41
13,7,34,0.32,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,129.38,117.5,123.12,3.66,1.48,0.17,-0.12,6.41
13,7,35,0.33,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365.62,130,118.75,125,3.66,1.48,0.18,-0.12,6.43
13,7,36,0.35,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.2,799.7,779,797,794,779,365.62,130,117.5,123.75,3.66,1.49,0.18,-0.12,6.43
13,7,37,0.37,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365.62,129.38,117.5,123.12,3.66,1.49,0.18,-0.12,6.41
13,7,38,0.38,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,366.25,130,118.12,123.75,3.66,1.51,0.18,-0.12,6.4
13,7,39,0.4,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,366.25,130,118.12,123.75,3.64,1.51,0.18,-0.12,6.4
13,7,40,0.42,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,129.38,118.12,123.75,3.64,1.52,0.18,-0.12,6.4
13,7,41,0.43,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,129.38,120.62,126.25,3.63,1.52,0.17,-0.12,6.38
13,7,42,0.45,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365.62,130.62,120.62,126.25,3.6,1.54,0.17,-0.13,6.34
13,7,43,0.47,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,131.25,120,125,3.6,1.54,0.17,-0.13,6.3
13,7,44,0.48,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,132.5,118.75,123.75,3.6,1.54,0.17,-0.12,6.25
13,7,45,0.5,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,132.5,118.75,123.75,3.57,1.54,0.17,-0.12,6.25
13,7,46,0.52,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,130.62,118.75,124.38,3.57,1.55,0.17,-0.13,6.22
13,7,47,0.53,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,131.25,118.12,123.12,3.53,1.55,0.17,-0.13,6.18
13,7,48,0.55,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,130.62,118.75,123.75,3.51,1.55,0.17,-0.14,6.12
13,7,49,0.57,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,132.5,120,126.25,3.48,1.55,0.17,-0.14,6.06
13,7,50,0.58,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,132.5,120,123.12,3.48,1.55,0.17,-0.14,6.06
13,7,51,0.6,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,131.25,116.88,123.12,3.43,1.55,0.17,-0.14,6.03
13,7,52,0.62,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799.1,799.7,779,797,794,779,363.75,130.62,117.5,121.88,3.43,1.55,0.17,-0.14,5.97
13,7,53,0.63,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799.1,799.7,779,797,794,779,363.75,131.25,120,125,3.4,1.54,0.17,-0.14,5.93
13,7,54,0.65,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799.1,799.7,779,797,794,779,365,133.12,121.25,126.88,3.38,1.54,0.17,-0.14,5.88
13,7,55,0.67,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799.1,799.7,779,797,794,779,365,133.75,121.88,126.88,3.35,1.54,0.16,-0.14,5.81
13,7,56,0.68,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,133.75,121.88,121.88,3.35,1.54,0.16,-0.14,5.81
13,7,57,0.7,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,133.12,116.88,121.88,3.33,1.54,0.16,-0.14,5.79
13,7,58,0.72,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.7,779,797,794,779,365,131.25,117.5,123.12,3.29,1.54,0.16,-0.14,5.72
13,7,59,0.73,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.8,779,797,794,779,365,132.5,118.12,123.75,3.27,1.52,0.16,-0.14,5.69
13,8,0,0.75,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799.1,799.8,779,797,794,779,365.62,132.5,120,125,3.26,1.52,0.16,-0.14,5.65
13,8,1,0.77,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799.1,799.8,779,797,794,779,363.75,132.5,118.12,123.75,3.21,1.52,0.15,-0.14,5.6
13,8,2,0.78,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.7,779,797,794,779,363.75,132.5,118.12,123.12,3.21,1.52,0.15,-0.14,5.55
13,8,3,0.8,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.7,779,797,794,779,363.75,131.25,117.5,123.12,3.19,1.51,0.15,-0.14,5.55
13,8,4,0.82,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.7,779,797,794,779,361.88,131.25,120,126.25,3.18,1.52,0.16,-0.14,5.5
13,8,5,0.83,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,131.25,120.62,126.88,3.15,1.51,0.15,-0.14,5.47
13,8,6,0.85,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,131.25,120,125,3.12,1.51,0.15,-0.14,5.43
13,8,7,0.87,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,131.25,118.75,125,3.12,1.49,0.15,-0.14,5.4
13,8,8,0.88,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,127.5,115.62,123.75,3.12,1.49,0.15,-0.14,5.36
13,8,9,0.9,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.8,779,797,794,779,362.5,129.38,118.75,123.75,3.08,1.49,0.14,-0.14,5.36
13,8,10,0.92,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.8,779,797,794,779,362.5,127.5,118.12,123.75,3.08,1.48,0.14,-0.14,5.31
13,8,11,0.93,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,126.88,117.5,123.12,3.05,1.48,0.14,-0.14,5.29
13,8,12,0.95,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,126.88,120.62,125,3.03,1.48,0.14,-0.14,5.25
13,8,13,0.97,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,126.88,118.75,124.38,3.03,1.48,0.14,-0.14,5.22
13,8,14,0.98,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.8,779,797,794,779,361.88,126.88,118.12,121.25,3.03,1.48,0.14,-0.15,5.19
13,8,15,1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,799,799.8,779,797,794,779,361.88,126.88,118.12,121.25,3,1.46,0.14,-0.15,5.19
13,8,16,1.02,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,126.25,115,120,2.98,1.46,0.14,-0.15,5.16
13,8,17,1.03,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,126.88,118.12,123.12,2.97,1.45,0.14,-0.15,5.15
13,8,18,1.05,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,127.5,116.88,121.88,2.95,1.45,0.14,-0.15,5.11
13,8,19,1.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,362.5,127.5,117.5,121.88,2.92,1.45,0.14,-0.15,5.1
13,8,20,1.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,127.5,118.12,121.25,2.92,1.45,0.14,-0.15,5.06
13,8,21,1.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,361.88,127.5,118.12,121.25,2.92,1.45,0.14,-0.15,5.06
13,8,22,1.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,360.62,127.5,115,121.25,2.91,1.45,0.14,-0.15,5.05
13,8,23,1.13,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,360,127.5,115,120.62,2.91,1.42,0.14,-0.16,5.05
13,8,24,1.15,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,359.38,126.88,115,120.62,2.89,1.42,0.14,-0.15,5.04
13,8,25,1.17,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,358.75,126.88,117.5,123.12,2.88,1.42,0.13,-0.15,5
13,8,26,1.18,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,359.38,126.88,115.62,121.25,2.88,1.42,0.13,-0.14,5
13,8,27,1.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,359.38,126.88,115.62,121.25,2.88,1.41,0.14,-0.14,5
13,8,28,1.22,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.8,779,797,794,779,359.38,126.25,115,120.62,2.88,1.41,0.14,-0.14,4.97
13,8,29,1.23,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,799,799.9,779,797,794,779,358.75,126.25,118.12,123.12,2.85,1.41,0.13,-0.14,4.96
13,8,30,1.25,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,360.62,128.12,126.25,130,2.84,1.41,0.13,-0.14,4.95
13,8,31,1.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,359.38,132.5,130.62,134.38,2.84,1.41,0.13,-0.14,4.93
13,8,32,1.28,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,361.88,136.88,138.75,142.5,2.84,1.41,0.13,-0.14,4.91
13,8,33,1.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,361.88,136.88,138.75,142.5,2.82,1.41,0.13,-0.14,4.91
13,8,34,1.32,4.503090909,15.17857143,2.714285714,6.550677966,0,800.3,798.9,799.9,779,797,794,779,366.25,143.12,145,149.38,2.82,1.4,0.13,-0.14,4.9
13,8,35,1.33,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,369.38,148.75,146.25,151.88,2.82,1.4,0.13,-0.14,4.9
13,8,36,1.35,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.9,799.9,779,797,794,779,371.88,151.88,145.62,151.25,2.82,1.39,0.13,-0.14,4.89
13,8,37,1.37,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,373.12,153.12,143.75,149.38,2.82,1.39,0.13,-0.14,4.86
13,8,38,1.38,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,375,156.25,143.75,149.38,2.81,1.4,0.13,-0.14,4.85
13,8,39,1.4,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,375,156.25,143.75,150,2.81,1.4,0.13,-0.14,4.85
13,8,40,1.42,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,375.62,155.62,138.75,146.25,2.78,1.4,0.13,-0.13,4.84
13,8,41,1.43,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,376.25,153.12,135.62,143.12,2.78,1.4,0.13,-0.12,4.82
13,8,42,1.45,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,376.25,150,133.12,139.38,2.78,1.4,0.13,-0.12,4.8
13,8,43,1.47,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.8,799.9,779,797,794,779,376.25,148.12,133.12,138.75,2.78,1.39,0.13,-0.13,4.79
13,8,44,1.48,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.7,799.9,779,797,794,779,376.25,148.12,133.12,136.88,2.78,1.39,0.13,-0.13,4.79
13,8,45,1.5,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.7,799.9,779,797,794,779,377.5,145.62,131.25,136.88,2.76,1.39,0.13,-0.13,4.79
13,8,46,1.52,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.7,799.9,779,797,794,779,376.25,143.12,125,131.25,2.74,1.39,0.13,-0.12,4.78
13,8,47,1.53,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.7,799.9,779,797,794,779,375.62,139.38,120.62,126.88,2.74,1.39,0.13,-0.12,4.76
13,8,48,1.55,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.7,799.9,779,797,794,779,375.62,136.25,121.88,127.5,2.74,1.39,0.13,-0.12,4.76
13,8,49,1.57,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,797,794,779,375,136.25,126.25,131.25,2.74,1.39,0.13,-0.13,4.74
13,8,50,1.58,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,794,779,375,136.25,126.25,130.62,2.74,1.39,0.13,-0.13,4.74
13,8,51,1.6,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,794,779,375,136.25,125,130.62,2.73,1.36,0.13,-0.14,4.72
13,8,52,1.62,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,794,779,374.38,136.25,123.12,129.38,2.73,1.36,0.13,-0.14,4.71
13,8,53,1.63,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,794,779,374.38,136.25,121.88,129.38,2.7,1.36,0.13,-0.14,4.71
13,8,54,1.65,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,794,779,373.12,136.25,121.88,128.12,2.7,1.36,0.12,-0.14,4.71
13,8,55,1.67,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,793,779,371.25,135.62,121.88,129.38,2.68,1.36,0.12,-0.14,4.7
13,8,56,1.68,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.6,799.9,779,796,793,779,371.25,135.62,121.88,129.38,2.68,1.36,0.12,-0.14,4.68
13,8,57,1.7,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,796,793,779,369.38,135.62,123.75,129.38,2.67,1.36,0.13,-0.14,4.68
13,8,58,1.72,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,796,793,779,368.75,136.25,130.62,135.62,2.67,1.36,0.14,-0.14,4.66
13,8,59,1.73,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,799.9,779,796,793,779,370,140,136.25,141.88,2.65,1.36,0.15,-0.14,4.66
13,9,0,1.75,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,796,793,779,371.25,145,136.25,142.5,2.65,1.35,0.18,-0.14,4.66
13,9,1,1.77,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,796,793,779,371.88,141.88,134.38,140,2.65,1.35,0.22,-0.14,4.66
13,9,2,1.78,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,797,793,779,371.88,141.88,134.38,142.5,2.65,1.35,0.22,-0.14,4.7
13,9,3,1.8,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,797,793,779,371.88,142.5,137.5,142.5,2.65,1.34,0.29,-0.14,4.7
13,9,4,1.82,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.5,800,779,796,793,779,372.5,143.12,136.25,140,2.67,1.34,0.38,-0.14,4.76
13,9,5,1.83,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,779,372.5,142.5,130,133.75,2.7,1.34,0.5,-0.15,4.84
13,9,6,1.85,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,779,371.88,138.75,123.12,128.12,2.74,1.33,0.65,-0.15,4.96
13,9,7,1.87,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,780,371.25,135.62,123.12,127.5,2.76,1.33,0.81,-0.16,5.1
13,9,8,1.88,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,780,371.25,135.62,123.12,134.38,2.76,1.33,0.81,-0.15,5.29
13,9,9,1.9,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,780,371.25,136.88,130,134.38,2.82,1.33,1.01,-0.15,5.29
13,9,10,1.92,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,780,371.25,138.75,130,135.62,2.88,1.34,1.2,-0.15,5.47
13,9,11,1.93,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.4,800,779,796,793,780,371.25,140.62,133.75,138.75,2.92,1.34,1.43,-0.15,5.74
13,9,12,1.95,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.3,800,779,796,793,780,371.88,145,146.88,150,2.97,1.34,1.63,-0.15,5.97
13,9,13,1.97,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.3,800,780,796,793,780,375,156.25,170.62,174.38,3,1.33,1.87,-0.15,6.28
13,9,14,1.98,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.3,800,780,796,793,780,375,156.25,170.62,193.75,3,1.33,1.87,-0.15,6.53
13,9,15,2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.2,800,779,796,793,780,380.62,171.88,190,193.75,3.05,1.33,2.07,-0.15,6.53
13,9,16,2.02,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.2,800,779,796,793,780,386.88,185.62,190.62,197.5,3.06,1.33,2.26,-0.15,6.81
13,9,17,2.03,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.2,800,779,796,793,780,390.62,192.5,184.38,191.25,3.08,1.33,2.41,-0.16,7.05
13,9,18,2.05,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.2,800,779,796,793,780,393.75,190.62,171.25,178.12,3.11,1.33,2.55,-0.15,7.29
13,9,19,2.07,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,396.25,185.62,160.62,166.25,3.11,1.33,2.65,-0.14,7.5
13,9,20,2.08,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,396.25,185.62,160.62,156.25,3.11,1.33,2.65,-0.14,7.66
13,9,21,2.1,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,395,177.5,149.38,156.25,3.11,1.3,2.72,-0.14,7.66
13,9,22,2.12,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,395,170.62,146.88,151.88,3.08,1.29,2.76,-0.14,7.81
13,9,23,2.13,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,396.25,165.62,149.38,154.38,3.05,1.29,2.79,-0.14,7.93
13,9,24,2.15,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,395,165,150,155.62,3.03,1.29,2.79,-0.14,8
13,9,25,2.17,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,395,164.38,152.5,158.75,3,1.29,2.77,-0.14,8.06
13,9,26,2.18,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798.1,800,779,796,793,780,395,164.38,152.5,160.62,3,1.29,2.77,-0.14,8.11
13,9,27,2.2,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,395,165,156.25,160.62,2.98,1.27,2.74,-0.14,8.11
13,9,28,2.22,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,396.25,168.75,160.62,164.38,2.95,1.26,2.72,-0.14,8.12
13,9,29,2.23,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,396.88,168.75,154.38,159.38,2.92,1.26,2.69,-0.14,8.16
13,9,30,2.25,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,396.25,164.38,146.25,151.88,2.91,1.24,2.68,-0.14,8.18
13,9,31,2.27,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,395,162.5,146.88,151.25,2.89,1.24,2.67,-0.14,8.21
13,9,32,2.28,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,395,162.5,146.88,159.38,2.89,1.24,2.67,-0.14,8.27
13,9,33,2.3,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,395,162.5,157.5,159.38,2.88,1.23,2.69,-0.14,8.27
13,9,34,2.32,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,798,800,779,796,793,780,396.25,167.5,171.88,175,2.85,1.23,2.71,-0.14,8.34
13,9,35,2.33,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.9,800.1,779,796,793,780,398.12,176.25,180.62,183.75,2.84,1.21,2.74,-0.14,8.43
13,9,36,2.35,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.9,800.1,779,796,793,780,403.12,187.5,206.88,208.75,2.82,1.21,2.77,-0.14,8.52
13,9,37,2.37,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.9,800,779,796,793,780,408.12,200,214.38,218.12,2.81,1.21,2.79,-0.14,8.61
13,9,38,2.38,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.9,800,779,796,793,780,408.12,200,214.38,220.62,2.81,1.21,2.79,-0.14,8.68
13,9,39,2.4,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.9,800,779,796,793,780,414.38,209.38,216.25,220.62,2.76,1.21,2.8,-0.14,8.68
13,9,40,2.42,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.8,800,779,796,793,780,419.38,216.25,217.5,221.88,2.74,1.2,2.81,-0.14,8.74
13,9,41,2.43,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.8,800.1,779,796,793,780,425,221.88,217.5,222.5,2.7,1.17,2.84,-0.14,8.79
13,9,42,2.45,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.7,800,779,796,793,780,431.25,225,220.62,225,2.68,1.16,2.89,-0.14,8.86
13,9,43,2.47,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.7,800,779,796,793,780,435.62,227.5,217.5,222.5,2.67,1.16,2.96,-0.14,8.96
13,9,44,2.48,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.6,800,779,796,793,780,435.62,227.5,217.5,216.25,2.67,1.16,2.96,-0.14,9.12
13,9,45,2.5,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.6,800,779,796,793,780,438.75,227.5,211.25,216.25,2.65,1.16,3.08,-0.14,9.12
13,9,46,2.52,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.6,800,779,796,793,780,440.62,225,202.5,209.38,2.65,1.15,3.21,-0.14,9.34
13,9,47,2.53,4.503090909,15.17857143,2.714285714,6.550677966,0,800.4,797.6,800,779,796,793,780,441.88,221.25,195,200.62,2.65,1.15,3.36,-0.14,9.59
