 Elapse(min.),Actual feeding rate [g/min],Total N2 flow rate [g/min],O2 flow rate [g/min],Steam flow rate [g/min],CO2 flow rate [g/min],FNC-1,FNC-2,FNC-3,TI-2,TI-3,TI-4,TI-5,PI-2,PI-3,PI-4,PI-5,CO,CO2,CH4,H2
150.0,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,129.38,110.62,117.5,-0.01,0.0,0.0,0.05
150.02,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,123.75,108.12,114.38,-0.01,0.0,0.0,0.05
150.03,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,124.38,109.38,115.62,-0.01,0.0,0.0,0.05
150.05,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,124.38,109.38,115.62,-0.01,0.0,0.0,0.05
150.07,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,123.75,107.5,113.75,-0.01,0.01,0.0,0.05
150.08,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,355.62,123.75,107.5,114.38,-0.01,0.0,0.0,0.05
150.1,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,126.25,110.62,116.88,-0.01,0.0,0.0,0.05
150.12,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,125.0,109.38,115.62,-0.03,0.0,0.0,0.05
150.13,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,126.88,111.25,117.5,-0.03,0.0,0.0,0.05
150.15,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,126.88,111.25,117.5,-0.01,0.0,0.0,0.05
150.17,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.88,127.5,111.25,118.12,-0.01,0.01,0.0,0.05
150.18,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,126.88,109.38,116.88,-0.03,0.0,0.0,0.05
150.2,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.25,123.75,108.12,115.0,-0.01,0.0,0.0,0.05
150.22,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.3,772,790,793,780,356.88,123.12,108.75,115.0,-0.01,0.0,0.0,0.05
150.23,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,124.38,109.38,117.5,-0.01,0.0,0.0,0.05
150.25,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,124.38,109.38,117.5,-0.01,0.0,0.0,0.05
150.27,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,121.88,108.12,115.0,-0.01,0.01,0.0,0.05
150.28,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,120.62,107.5,113.75,-0.01,0.01,0.0,0.05
150.3,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.25,123.12,111.25,117.5,-0.01,0.0,0.0,0.05
150.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,125.0,112.5,120.0,-0.01,0.0,0.0,0.05
150.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,123.12,108.75,115.0,-0.01,0.0,0.0,0.05
150.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.25,123.12,108.75,115.0,-0.01,0.0,0.0,0.05
150.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.25,121.25,108.12,114.38,-0.01,0.0,0.0,0.05
150.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,123.12,111.25,117.5,-0.01,0.0,0.0,0.05
150.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,353.75,123.75,111.25,117.5,-0.01,0.0,0.0,0.04
150.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,123.75,109.38,115.62,-0.01,0.0,0.0,0.05
150.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,354.38,123.12,108.75,115.0,-0.01,0.0,0.0,0.04
150.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,354.38,123.12,108.75,113.75,-0.01,0.0,0.0,0.05
150.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,120.62,107.5,113.75,-0.01,0.0,0.0,0.05
150.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,121.88,111.88,116.88,-0.01,0.0,0.0,0.04
150.5,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,125.0,113.75,118.75,-0.01,0.0,0.0,0.05
150.52,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,354.38,125.0,111.88,118.12,-0.01,0.0,0.0,0.05
150.53,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,123.75,108.75,115.0,-0.01,0.0,0.0,0.04
150.55,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,123.75,108.75,114.38,-0.01,0.0,0.0,0.04
150.57,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.75,123.12,109.38,114.38,-0.01,0.0,0.0,0.04
150.58,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,352.5,123.75,108.75,115.62,-0.01,0.0,0.0,0.05
150.6,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.12,124.38,111.25,117.5,-0.01,0.0,0.0,0.04
150.62,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,353.12,123.75,109.38,115.0,-0.01,0.0,0.0,0.04
150.63,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,123.75,111.25,116.88,-0.01,0.0,0.0,0.05
150.65,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,123.75,111.25,116.88,-0.01,0.01,0.0,0.05
150.67,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,125.0,111.88,118.12,-0.01,0.0,0.0,0.05
150.68,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,125.0,110.62,116.88,-0.01,0.0,0.0,0.05
150.7,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,123.75,107.5,114.38,-0.01,0.01,0.0,0.05
150.72,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,123.75,109.38,115.0,-0.01,0.0,0.0,0.05
150.73,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,124.38,111.25,117.5,-0.01,0.0,0.0,0.05
150.75,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,771,790,793,780,355.62,124.38,111.25,116.88,-0.01,0.0,0.0,0.05
150.77,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,126.25,108.75,115.0,-0.01,0.0,0.0,0.05
150.78,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,771,790,793,780,355.62,126.25,109.38,115.62,-0.01,0.01,0.0,0.05
150.8,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,771,790,793,780,354.38,124.38,107.5,115.0,-0.01,0.0,0.0,0.04
150.82,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,771,790,793,780,354.38,123.75,106.25,112.5,-0.01,0.0,0.0,0.05
150.83,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,123.75,108.75,114.38,-0.01,0.0,0.0,0.04
150.85,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,123.75,108.75,114.38,-0.01,0.0,0.0,0.04
150.87,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,354.38,127.5,111.88,118.12,-0.03,0.0,0.0,0.05
150.88,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.25,128.12,114.38,118.12,-0.01,0.01,0.0,0.05
150.9,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.25,127.5,111.88,115.62,-0.03,0.0,0.0,0.05
150.92,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.25,124.38,110.62,111.25,-0.01,0.0,0.0,0.05
150.93,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,123.12,109.38,111.88,-0.01,0.0,0.0,0.05
150.95,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,355.62,123.12,109.38,111.88,-0.01,0.0,0.0,0.05
150.97,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,355.62,125.0,111.25,115.0,-0.01,0.0,0.0,0.05
150.98,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.25,125.0,111.25,114.38,-0.01,0.0,0.0,0.04
151.0,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,357.5,126.25,112.5,114.38,-0.01,0.0,0.0,0.04
151.02,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,791,793,780,356.88,127.5,113.75,115.62,-0.01,0.0,0.0,0.05
151.03,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,791,793,780,357.5,127.5,112.5,115.0,-0.01,0.0,0.0,0.05
151.05,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,791,793,780,358.75,127.5,111.88,115.0,-0.01,0.0,0.0,0.05
151.07,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,791,793,780,358.75,127.5,111.88,115.0,-0.01,0.0,0.0,0.05
151.08,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,791,793,780,358.75,125.0,110.62,112.5,-0.01,0.0,0.0,0.05
151.1,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,125.0,111.25,112.5,-0.01,0.0,0.0,0.04
151.12,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,111.25,113.75,-0.01,0.0,0.0,0.04
151.13,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,111.88,114.38,-0.01,0.0,0.0,0.05
151.15,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,111.88,114.38,-0.01,0.0,0.0,0.05
151.17,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,111.25,115.62,-0.01,0.0,0.0,0.05
151.18,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.88,112.5,117.5,-0.01,0.0,0.0,0.04
151.2,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.0,127.5,113.75,118.12,-0.01,0.0,0.0,0.05
151.22,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.62,126.88,111.25,115.62,-0.01,0.0,0.0,0.05
151.23,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.0,126.88,113.75,117.5,-0.01,0.0,0.0,0.05
151.25,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.0,126.88,113.75,115.0,-0.01,0.0,0.0,0.05
151.27,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,110.62,115.0,-0.01,0.0,0.0,0.05
151.28,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,358.75,125.0,111.25,115.62,-0.01,0.0,0.0,0.05
151.3,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.0,124.38,108.75,113.75,-0.03,0.0,0.0,0.05
151.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,360.0,124.38,111.88,115.0,-0.03,0.0,0.0,0.04
151.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,359.38,126.25,112.5,116.88,-0.03,0.0,0.0,0.05
151.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,771,790,793,780,359.38,126.25,112.5,116.88,-0.03,0.0,0.0,0.05
151.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,771,790,793,780,359.38,128.12,114.38,118.12,-0.01,-0.01,0.0,0.05
151.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,771,790,793,780,360.0,129.38,115.0,118.12,-0.01,0.0,0.0,0.04
151.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,359.38,131.25,116.88,120.0,-0.03,0.0,0.0,0.05
151.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,358.75,130.62,114.38,117.5,-0.03,-0.01,0.0,0.04
151.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,128.12,111.25,114.38,-0.03,-0.01,0.0,0.05
151.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,128.12,111.25,114.38,-0.01,0.0,0.0,0.05
151.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,127.5,112.5,115.0,-0.01,-0.01,0.0,0.05
151.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,128.12,114.38,116.88,-0.01,-0.01,0.0,0.04
151.5,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,358.75,130.0,113.75,116.88,-0.01,0.0,0.0,0.04
151.52,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,357.5,129.38,114.38,117.5,-0.01,-0.01,0.0,0.04
151.53,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,357.5,129.38,113.75,115.62,-0.01,-0.01,0.0,0.05
151.55,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,357.5,129.38,113.75,115.62,-0.03,0.0,0.0,0.05
151.57,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,129.38,113.75,115.0,-0.01,0.0,0.0,0.04
151.58,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,357.5,128.12,112.5,115.62,-0.03,0.0,0.0,0.04
151.6,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,356.88,127.5,112.5,114.38,-0.01,0.0,0.0,0.04
151.62,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,357.5,129.38,115.62,118.75,-0.03,0.0,0.0,0.04
151.63,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,358.75,131.25,115.62,118.75,-0.01,0.0,0.0,0.04
151.65,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,358.75,131.25,115.62,117.5,-0.01,0.0,0.0,0.04
151.67,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.1,772,790,793,780,357.5,130.0,114.38,117.5,-0.01,0.0,0.0,0.04
151.68,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.1,772,790,793,780,357.5,130.62,113.75,116.88,-0.03,0.0,0.0,0.04
151.7,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.1,772,790,793,780,357.5,128.12,113.75,116.88,-0.03,-0.01,0.0,0.04
151.72,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.1,772,790,793,780,356.88,126.88,115.0,117.5,-0.01,0.0,0.0,0.04
151.73,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,127.5,116.88,120.0,-0.01,-0.01,0.0,0.04
151.75,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,127.5,116.88,118.12,-0.01,-0.01,0.0,0.04
151.77,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,128.12,114.38,118.12,-0.03,-0.01,0.0,0.04
151.78,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,123.75,111.25,114.38,-0.03,-0.01,0.0,0.04
151.8,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,357.5,126.25,115.0,117.5,-0.01,0.0,0.0,0.04
151.82,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,126.88,114.38,117.5,-0.01,-0.01,0.0,0.04
151.83,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.88,123.75,110.62,114.38,-0.01,0.0,0.0,0.04
151.85,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,123.75,110.62,116.88,-0.01,0.0,0.0,0.04
151.87,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,123.75,113.75,116.88,-0.03,0.0,0.0,0.04
151.88,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,125.0,114.38,118.12,-0.03,-0.01,0.0,0.04
151.9,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,126.88,115.62,118.75,-0.01,-0.01,0.0,0.04
151.92,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,126.88,113.75,115.62,-0.01,0.0,0.0,0.04
151.93,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,129.38,115.62,118.75,-0.03,0.0,0.0,0.04
151.95,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,357.5,129.38,115.62,116.88,-0.03,0.0,0.0,0.04
151.97,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,129.38,111.88,116.88,-0.01,0.0,0.0,0.04
151.98,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.88,128.12,111.88,115.62,-0.03,-0.01,0.0,0.04
152.0,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.88,128.12,114.38,117.5,-0.01,0.0,0.0,0.04
152.02,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,772,790,793,780,356.88,130.0,115.0,118.12,-0.03,-0.01,0.0,0.04
152.03,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.88,130.62,114.38,118.75,-0.03,-0.01,0.0,0.04
152.05,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,772,790,793,780,356.88,130.62,114.38,116.88,-0.03,-0.01,0.0,0.04
152.07,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,356.88,127.5,112.5,116.88,-0.03,0.0,0.0,0.04
152.08,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,127.5,113.75,117.5,-0.01,-0.01,0.0,0.04
152.1,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,356.88,127.5,115.62,118.75,-0.01,0.0,0.0,0.04
152.12,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,356.88,127.5,115.0,118.75,-0.03,-0.01,0.0,0.04
152.13,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,124.38,111.88,115.0,-0.01,0.0,0.0,0.04
152.15,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,124.38,111.88,115.62,-0.01,0.0,0.0,0.04
152.17,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.2,771,790,793,780,356.88,123.75,112.5,115.62,-0.01,0.0,0.0,0.04
152.18,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.5,800.2,771,790,793,780,356.88,125.0,115.0,118.75,-0.01,0.0,0.0,0.04
152.2,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,125.0,113.75,118.12,-0.01,0.0,0.0,0.04
152.22,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,356.88,126.88,116.88,120.62,-0.01,-0.01,0.0,0.05
152.23,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.5,800.2,771,790,793,780,356.88,127.5,113.75,120.0,-0.01,0.0,0.0,0.04
152.25,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,127.5,113.75,117.5,-0.01,0.0,0.0,0.04
152.27,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,125.0,111.25,117.5,-0.01,-0.01,0.0,0.04
152.28,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,124.38,112.5,120.0,-0.01,0.0,0.0,0.04
152.3,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,357.5,125.0,111.88,118.75,-0.01,0.0,0.0,0.04
152.32,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.2,771,790,793,780,356.88,125.0,111.25,118.12,-0.03,-0.01,0.0,0.05
152.33,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,125.0,111.25,118.75,-0.01,0.0,0.0,0.05
152.35,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.88,125.0,111.25,120.0,-0.01,0.0,0.0,0.05
152.37,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.25,126.25,112.5,120.0,-0.01,-0.01,0.0,0.05
152.38,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.2,771,790,793,780,356.25,127.5,112.5,120.62,-0.01,0.0,0.0,0.05
152.4,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.1,771,790,793,780,356.88,127.5,111.25,118.12,-0.01,0.0,0.0,0.05
152.42,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.2,771,790,793,780,356.25,126.25,111.25,118.12,-0.01,0.0,0.0,0.04
152.43,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.1,771,790,793,780,356.88,126.25,110.62,115.62,-0.01,0.0,0.0,0.05
152.45,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.1,771,790,793,780,356.88,126.25,110.62,115.0,-0.01,0.0,0.0,0.05
152.47,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.0,800.4,800.2,771,790,793,780,356.25,124.38,109.38,115.0,-0.01,0.0,0.0,0.05
152.48,4.588666666666669,15.178571428571429,2.7142857142857144,6.592968749999997,0,800.1,800.4,800.1,771,790,793,780,356.25,123.75,111.25,116.88,-0.01,0.0,0.0,0.05
